Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0000090162	  -0.0000019318	   0.2154229844
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.8586239033	   0.1058954509	  -0.6327148283
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0011516727	   0.0015019711	   0.2159388913
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9019263649	   0.4404021256	  -0.0170318399
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0017538195	   0.0023888001	   0.2165085707
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.8092480727	   0.3806040417	  -0.1845691237
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0029366899	   0.0042033396	   0.2179378733
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6940008328	   0.3238462537	  -0.3033570734
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0045132014	   0.0066049973	   0.2199998167
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.5753465143	   0.5301474845	  -0.2086219843
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0064122827	   0.0100471661	   0.2233175229
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3185639258	   0.2738015525	  -0.1739181393
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0078326511	   0.0126220988	   0.2263917948
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2515308649	   0.6063297978	  -0.1115626190
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0090604848	   0.0154773216	   0.2298493867
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0993341995	   0.6301013452	   0.0579609986
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0104824015	   0.0192865754	   0.2347746969
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.0322902157	   0.6080263567	   0.0632334191
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0116558940	   0.0229179731	   0.2387310439
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.2359317972	   0.5324852983	   0.1751800551
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0131943417	   0.0272234839	   0.2426485940
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.3443130820	   0.6479370468	   0.4004754871
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0141856592	   0.0298758741	   0.2442204997
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.5256223390	   0.7350859581	   0.2852728781
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0146645702	   0.0307206185	   0.2437820962
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.5391320562	   0.8432324199	   0.3596703906
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0152050310	   0.0318594915	   0.2435053245
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.6055427937	   0.9551855978	   0.3697025044
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0163977705	   0.0344223666	   0.2424562840
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.6960465977	   1.0592565528	   0.3645175314
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0169789349	   0.0356820482	   0.2401197033
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.8479269104	   1.1551100986	   0.2578648544
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0173362906	   0.0363449460	   0.2377485457
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9267145820	   1.1305938094	   0.1425523121
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0177720912	   0.0367142882	   0.2327298339
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0214176958	   1.1018534807	  -0.2509223845
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0175008962	   0.0361889451	   0.2336193848
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9758634889	   1.0403894346	   0.0217828706
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0178183243	   0.0360108406	   0.2289516029
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0320139219	   0.9811650848	  -0.3690693665
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0183291967	   0.0368055683	   0.2264438005
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0372453585	   0.9275878067	  -0.0305216406
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0188346028	   0.0386617999	   0.2278808117
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9808612393	   1.1331185581	  -0.0508562472
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0189603351	   0.0393001905	   0.2246491032
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0153018977	   1.1120061204	   0.2773963075
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0184564789	   0.0393243930	   0.2218680177
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0445529342	   1.1216455475	   0.0351557942
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0181285255	   0.0398115834	   0.2197235873
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0366747668	   1.0774457966	  -0.0292691414
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0180265728	   0.0411335195	   0.2182017657
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.0005306001	   1.0641972385	   0.0890164677
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0178699745	   0.0429475735	   0.2171019951
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9685033020	   1.1011132721	   0.2611048815
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0177389825	   0.0446205185	   0.2161567317
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9880641081	   1.1883040614	   0.5028556212
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0174515580	   0.0453097589	   0.2166689673
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9803111114	   1.2426909510	   0.6778015348
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0168014058	   0.0456976291	   0.2174661188
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9894550500	   1.2956134005	   0.8475452105
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0160351519	   0.0459679112	   0.2182070616
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9883632130	   1.2933017825	   0.9897135267
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0154009501	   0.0456877919	   0.2193774478
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9458660425	   1.2801648009	   1.0015006773
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0149172077	   0.0453312205	   0.2195280249
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.9386978112	   1.2559340965	   0.9528400077
Center of Mass (Angs):
	CMx	CMy	CMz
