Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0012112002	  -0.0005685501	  -0.7058289241
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.3012519550	   0.2175746202	   6.7531087378
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0057949581	  -0.0013741242	  -0.7037931459
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.0210933330	   0.1645065095	   7.3863581547
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0179063162	  -0.0040289896	  -0.6990900739
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6457955971	   0.0157407527	   7.7047288628
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0239616585	  -0.0064777592	  -0.6988518723
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.8014827624	  -0.0939359251	   7.9740225593
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0342760194	  -0.0118934747	  -0.7013170016
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9120845843	  -0.2411993161	   8.2495799582
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0411619001	  -0.0169062384	  -0.7063089391
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.1090758894	  -0.2912238618	   8.2067648054
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0442968598	  -0.0202676475	  -0.7128829112
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.8858671094	  -0.3504129679	   7.9049382451
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0425873716	  -0.0217094538	  -0.7210217488
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0397741397	  -0.3341029213	   7.3917108483
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0361347322	  -0.0211814783	  -0.7311057012
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6966957290	  -0.2874389576	   6.7660774152
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0248531932	  -0.0182964637	  -0.7423020511
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2304586384	  -0.1936551348	   6.1686657923
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0160160947	  -0.0156527154	  -0.7508977867
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.1227995728	   0.0569053347	   5.8797054852
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0074768472	  -0.0127100751	  -0.7603058080
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.3603690820	   0.0350247973	   5.7472459606
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0035795159	  -0.0113837686	  -0.7670614068
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.4459423926	   0.3501809656	   5.8447975387
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0030836911	  -0.0112372222	  -0.7702803649
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -0.3841827652	   0.3071657040	   6.0036147614
